category,phenotype,phe_code,all_1_year_cases,all_1_year_noncases,all_1_year_hazards ratio,all_1_year_95% confidence interval (lower),all_1_year_95% confidence interval (upper),all_1_year_pvalue,new_1_year_cases,new_1_year_noncases,new_1_year_hazards ratio,new_1_year_95% confidence interval (lower),new_1_year_95% confidence interval (upper),new_1_year_pvalue
circulatory system,Left bundle branch block,426.32,4606.0,524606.0,8.32999093649653,6.266737896171022,11.07254685799304,2.866925346316365e-48,164.0,503852.0,5.978059899613074,3.358879032409502,10.639621081478984,1.207662659324689e-09
circulatory system,Anomalous atrioventricular excitation,426.4,430.0,525204.0,1.9270120640830928,0.8495066877236602,4.3712139630968085,0.11648932909945756,34.0,524382.0,0.427113872349916,0.1065729069975249,1.7117508107194357,0.2297242106185983
circulatory system,Cardiac pacemaker/device in situ,426.9,101.0,525264.0,2.1715011843384286,0.4591858301312989,10.26908298157824,0.32799297693045426,23.0,525264.0,2.1715011843384286,0.4591858301312989,10.26908298157824,0.32799297693045426
circulatory system,Cardiac pacemaker in situ,426.91,42748.0,519928.0,0.8550501910138958,0.7694994143896605,0.9501122619213308,0.0035980159354594586,5359.0,519928.0,0.8550501910138888,0.7694994143896543,0.9501122619213228,0.003598015935457673
circulatory system,"Paroxysmal tachycardia, unspecified",427.1,492.0,525258.0,1.9418726612150727,0.4871642525104252,7.740447729780449,0.3468848340048993,11.0,520913.0,7.690356825999658,0.8232641302643552,71.8379265378765,0.07355433383169079
circulatory system,Paroxysmal supraventricular tachycardia,427.11,14076.0,524051.0,6.376924589250823,5.167979028411114,7.868678838175202,7.305619896203742e-67,617.0,507425.0,7.690516225776314,5.7042244351969895,10.36846296825035,7.698669432440161e-41
circulatory system,Paroxysmal ventricular tachycardia,427.12,93830.0,518691.0,0.6038383512650703,0.547905510788816,0.6654810862069562,2.6594960194844506e-24,743.0,502783.0,0.9219657117295204,0.6949719459969931,1.2231008438556437,0.5731523256120816
circulatory system,Other specified cardiac dysrhythmias,427.3,12221.0,523847.0,21.718052947705868,17.69619785890659,26.65396417920133,9.622467309076209e-191,632.0,452857.0,30.863089756498955,22.54674331445433,42.24691326960112,1.099613655835783e-101
circulatory system,Cardiac arrest,427.42,3303.0,524954.0,20.07854563312871,13.140001803906866,30.68096951263473,1.012821034756715e-43,219.0,519837.0,38.60595509889881,22.335544728034,66.72860623038763,4.0041458900864336e-39
circulatory system,Arrhythmia (cardiac) NOS,427.5,3759.0,524817.0,3.4160316936056057,2.431512911595405,4.7991818081942,1.4167526133812199e-12,249.0,469053.0,3.3128850170018955,2.074246758053356,5.291177191558294,5.329747495405453e-07
circulatory system,Premature beats,427.6,8421.0,524391.0,3.900472221146309,3.0513280184921667,4.985922016818094,1.683213609333116e-27,334.0,513142.0,4.918783559449524,3.289064013108003,7.356023357492632,8.61579505606979e-15
circulatory system,Supraventricular premature beats,427.61,1378.0,525062.0,4.595908194205892,2.8150775561648413,7.503300249512561,1.0716495142279035e-09,81.0,521402.0,3.578812992051602,1.578952785225948,8.111643712161113,0.0022579312496536306
circulatory system,Tachycardia NOS,427.7,22744.0,523178.0,120.7717540987533,99.12532844708116,147.14520311402035, < 2.225E-308,1264.0,465697.0,144.7319342948556,112.01314538426072,187.0078081717163, < 2.225E-308
circulatory system,Sinoatrial node dysfunction (Bradycardia),427.8,35294.0,521631.0,0.4118976581732138,0.3602249003140344,0.4709826573917376,1.833652098159728e-38,666.0,510186.0,0.3231331864650291,0.2347949799600249,0.4447073621966725,4.1121929505021254e-12
circulatory system,Palpitations,427.9,41498.0,520461.0,24.71207904461008,22.075798708195794,27.663182600063063, < 2.225E-308,1617.0,439477.0,30.93718528829358,25.430433679420133,37.636378743189134,4.405050830182652e-258
circulatory system,Heart failure NOS,428.2,30762.0,522114.0,177.19117201901187,149.70201994175585,209.7280414364916, < 2.225E-308,1079.0,472004.0,182.48423042938063,137.6143350966231,241.98419686453477,2.522681427372492e-286
circulatory system,Heart transplant/surgery,429.1,158223.0,519158.0,251.2506234799594,221.40455723624729,285.12003811967384, < 2.225E-308,1184.0,500710.0,298.64583821979613,224.4023784113174,397.4527245095657, < 2.225E-308
circulatory system,Intracranial hemorrhage,430.0,865.0,525196.0,30.58995227332401,13.279255356603668,70.46669071085391,9.409383920703398e-16,61.0,520813.0,51.22252779889514,17.674262631929974,148.450173495135,4.1601215227656547e-13
circulatory system,Subarachnoid hemorrhage,430.1,1540.0,525109.0,5.24001713407662,3.015050416102236,9.106905615499832,4.266648820705057e-09,99.0,522471.0,21.416189232267616,9.817446634040111,46.71817207969367,1.364417592102376e-14
circulatory system,Intracerebral hemorrhage,430.2,2233.0,525028.0,7.278726361312858,4.595091354644671,11.529663580968686,2.7180453868743152e-17,132.0,520235.0,14.315991875281693,7.397641219378203,27.704455690047368,2.772244331159935e-15
circulatory system,Cerebrovascular disease,433.0,6266.0,524813.0,0.3368479887182001,0.2308187672270596,0.4915829369796349,1.68052373194399e-08,93.0,507279.0,0.9624270338147964,0.4341736823654067,2.133399220264089,0.9248741373138847
circulatory system,Occlusion and stenosis of precerebral arteries,433.1,71.0,525272.0,14.416805313296772,2.029295562713144,102.42188435262564,0.007644405917448842,< 10,487543.0,27.727753268175583,1.4203033896676247,541.3127271918578,0.028423667574505963
circulatory system,Cerebral atherosclerosis,433.12,161.0,525261.0,5.331792539830572,1.2513100815637783,22.71859877630498,0.02362902182618607,< 10,518694.0,8.92787645695979,0.7418184700744755,107.44809039701404,0.08458503111606437
circulatory system,Occlusion of cerebral arteries,433.2,44309.0,521789.0,3.2068826843947003,2.830547057344289,3.633254047053163,8.817732799203739e-75,1032.0,486735.0,10.612928352395844,8.40748540534176,13.396900830957678,6.880431949661913e-88
circulatory system,"Cerebral artery occlusion, with cerebral infarction",433.21,10.0,525284.0,160.41804377374356,0.7097491132966245,36257.810381285744,0.06635762549101487,< 10,488991.0,3593868.62009073,0.0167551459406619,770861185227168.4,0.12302619088495674
circulatory system,Transient cerebral ischemia,433.31,5645.0,524492.0,1.836122818114587,1.4096815396844105,2.3915663987171216,6.5963622059661055e-06,340.0,505048.0,2.2908167791630025,1.5322108733546145,3.4250125795055597,5.358967838292181e-05
circulatory system,Moyamoya disease,433.32,574.0,525205.0,3.0527625886356984,1.3530392586242144,6.887722852956803,0.007182758530726111,22.0,524834.0,2.7258319919869005,0.5622746321246909,13.214467849034223,0.2131038532798952
circulatory system,Cerebral aneurysm,433.5,4994.0,524727.0,0.4734105675412562,0.3376176741151188,0.6638205954327975,1.4536099828191423e-05,218.0,515538.0,0.1914698617602183,0.1068034000806338,0.3432541280034082,2.8536585585464484e-08
circulatory system,Atherosclerosis,440.0,199.0,525270.0,0.4398566260408184,0.0621701658666086,3.112004749788298,0.4106617592719708,< 10,517319.0,0.4356235773254327,0.0292723893462277,6.482829224402287,0.5463845586433524
circulatory system,Atherosclerosis of renal artery,440.1,4405.0,525012.0,10.519584647486884,6.692168146439591,16.535995320816415,2.0378661244048394e-24,99.0,519954.0,13.100974474214452,6.124386769783948,28.024933536337308,3.3310018973286994e-11
circulatory system,Atherosclerosis of aorta,440.9,794.0,525171.0,3.0320300045735267,1.5313285455657686,6.003418388075301,0.0014593548811243505,62.0,502203.0,1.7999494442303507,0.6982826949935286,4.639693959214004,0.22375665242216267
circulatory system,Vascular insufficiency of intestine,441.0,258.0,525236.0,3.409717044769608,1.2132578474312976,9.582604678805293,0.0199851906661515,32.0,523819.0,6.238662728148566,1.6872452136538398,23.067727394113817,0.0060696639498771885
circulatory system,Chronic vascular insufficiency of intestine,441.2,502.0,525233.0,1.511146789047916,0.5440252146815142,4.197534519400322,0.42831601724690516,17.0,524468.0,5.066341909960608,0.8524059857187105,30.11220096839342,0.07436612344367703
circulatory system,Other aneurysm,442.0,1771.0,525069.0,2.152218225473733,1.302306531935375,3.556799552542799,0.002785271701812695,142.0,515614.0,2.921684854571726,1.5725408711818674,5.4283119414367045,0.0006931855048093696
circulatory system,Aortic aneurysm,442.1,7844.0,523748.0,3.992059778570353,3.3111496708576738,4.812993328553221,1.0761467864992248e-47,385.0,511271.0,3.899888349169334,2.680574202941494,5.67383253904972,1.121832833666922e-12
circulatory system,Abdominal aortic aneurysm,442.11,4722.0,524562.0,1.997297308195325,1.5164488140126484,2.63061733469826,8.525495144033183e-07,174.0,519598.0,1.4352577470102557,0.8118216457733356,2.5374598116198874,0.21390856933179841
circulatory system,Aneurysm of iliac artery,442.2,936.0,525183.0,1.2099632131748588,0.5770515483362213,2.5370540664131744,0.6138998407905147,19.0,522720.0,0.9156062291613536,0.1566970859862514,5.350034186038588,0.9220172188485478
circulatory system,Aneurysm of artery of lower extremity,442.3,599.0,525209.0,1.1382498277257285,0.4810204471799386,2.693466936620663,0.7682556727208325,49.0,523477.0,1.2481109618417283,0.4226829538485031,3.6854596545377127,0.6882836379705586
circulatory system,Aneurysm of other specified artery,442.8,1528.0,525111.0,2.427007252858968,1.3893071921900972,4.23978529625582,0.0018382732485348317,88.0,521513.0,4.246171232582696,1.935739624441175,9.314253791554163,0.00030863182471836003
circulatory system,Peripheral angiopathy in diseases classified elsewhere,443.7,27.0,525282.0,15.165082483964284,0.5116085635078239,449.5228249671848,0.11585990668441419,< 10,516375.0,156.41595075084726,0.7085061490369009,34531.73932583219,0.06653182292849681
circulatory system,"Peripheral vascular disease, unspecified",443.9,39110.0,521135.0,3.666538422603202,3.270751683645708,4.110218477191433,4.3284766614812945e-110,1379.0,488948.0,8.39844219980529,6.87763178666908,10.25554050744416,8.436479211224611e-97
circulatory system,Arterial embolism and thrombosis,444.0,964.0,525184.0,6.536493959012809,3.150622965114754,13.56104927479152,4.6074762633120186e-07,64.0,521037.0,7.800056463653018,3.079564945572573,19.75632334809009,1.4768120208979623e-05
circulatory system,Arterial embolism and thrombosis of lower extremity artery,444.1,367.0,525240.0,3.5901980826875133,1.2238698524935137,10.531775291851476,0.019918459515789556,27.0,523236.0,6.539460739817501,1.5724550798622972,27.196037149347006,0.009810614854187383
circulatory system,Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease),446.2,366.0,525179.0,857.8259150008348,279.77878958697335,2630.1682895023923,3.236684646922378e-32,53.0,524916.0,2698.888505890729,422.0483117988105,17258.685708714213,7.090954584495216e-17
circulatory system,Hypersensitivity angiitis,446.3,146.0,525271.0,0.8375266731072718,0.1222314750496525,5.738709508996708,0.8567082453983997,< 10,522739.0,0.4483777244836682,0.0166584210342418,12.068525786441825,0.6330383364103305
circulatory system,Wegener's granulomatosis,446.4,254.0,525255.0,266.150370739902,45.711530467914464,1549.631331961375,5.216127856948986e-10,< 10,524630.0,134.92289112951008,0.2028846064685876,89726.80021223868,0.13914827845924127
circulatory system,Giant cell arteritis,446.5,607.0,525201.0,2.2763694963056493,1.0230854900117492,5.064931654588637,0.0438108209304992,27.0,523747.0,4.543348837456271,1.1032049486936824,18.71095546050414,0.03608499421590079
circulatory system,Takayasu's disease,446.7,2374.0,525187.0,0.4859883718508341,0.2180514993670479,1.08316016289644,0.07762941326775884,< 10,524866.0,5.396273068622487,0.263067855110167,110.69297318346112,0.274115088595978
circulatory system,Thrombotic microangiopathy,446.8,2056.0,525192.0,44.36854009678908,19.1182577410454,102.96792610416698,1.0538692086630315e-18,24.0,523829.0,1845.305163387652,136.1386118741064,25012.383328647626,1.5630800885054055e-08
circulatory system,Arteritis NOS,446.9,2514.0,525057.0,3.298277312637662,2.027430368238588,5.365724713155781,1.5354968052546601e-06,51.0,521768.0,3.750733782604562,1.3332254098156495,10.55185702612461,0.012247494359081105
circulatory system,Other disorders of arteries and arterioles,447.0,6012.0,524466.0,4.684485301356817,3.624801675514836,6.053959499870094,3.813739865543866e-32,218.0,507585.0,3.352418698358042,2.034034938857246,5.525328456459417,2.0841621419307724e-06
circulatory system,Stricture of artery,447.1,1779.0,525132.0,0.8645452114685754,0.4656034046627821,1.6053113340410037,0.6448249727977031,74.0,509712.0,0.6894005030741243,0.2771410415658679,1.7149140053509462,0.423749953526049
circulatory system,Disease of capillaries,448.0,474.0,525217.0,0.1606516609270626,0.0562384140186563,0.4589204124793087,0.0006393564232599803,< 10,524179.0,0.3420192763086096,0.0220307801765721,5.309715971432571,0.44321571606805327
circulatory system,Noninfectious disorders of lymphatic channels,450.0,5584.0,524889.0,2.3966246100490007,1.6524723106183423,3.4758885123728547,4.0695016989778985e-06,204.0,515582.0,1.3132276188795893,0.7731176104149791,2.2306654974040447,0.31343994954779003
circulatory system,Phlebitis and thrombophlebitis,451.0,880.0,525203.0,11.04706487263173,4.862885771957772,25.09572464232533,9.584272572493099e-09,69.0,521500.0,15.105258797426142,6.032168081932163,37.825345752656006,6.7464021349982926e-09
circulatory system,Phlebitis and thrombophlebitis of lower extremities,451.2,140.0,525282.0,0.0927925796654865,0.0015062004735762,5.716677820802573,0.25815746112360927,< 10,516012.0,0.0943478944381132,0.0015274872329672,5.827561103482233,0.261800415511393
circulatory system,Other venous embolism and thrombosis,452.0,4356.0,524980.0,4.595115126455839,3.016737135894014,6.999311532367166,1.2236579984051315e-12,111.0,513878.0,6.2780716873285085,3.108268433834926,12.680431227301469,3.027089846604148e-07
circulatory system,Varicose veins,454.0,356.0,525217.0,1.0170640796674866,0.4092225182739116,2.527767402715328,0.9709426765581061,32.0,512105.0,1.8541858336790744,0.497648320489005,6.908503383348853,0.357537566654361
circulatory system,Chronic venous insufficiency [CVI],456.0,4494.0,524540.0,2.3979801894821806,1.8301508557988195,3.141986340049064,2.243700060357049e-10,236.0,506770.0,1.763546293931722,1.0854140867990067,2.865353940644248,0.021967184334004932
circulatory system,Orthostatic hypotension,458.1,4693.0,524939.0,398.5420796973418,227.1722737584969,699.1865101387244,8.398610231281733e-97,165.0,512874.0,440.8847142634799,193.7177510152381,1003.4151762163506,1.0279880616506375e-47
circulatory system,Iatrogenic hypotension,458.2,196.0,525269.0,550.0461429666585,41.65434854789672,7263.365529402204,1.6475754877302034e-06,16.0,523881.0,448.1693321075492,31.159336486420152,6446.085600354923,7.181261626201785e-06
circulatory system,Hypotension NOS,458.9,14691.0,524421.0,737.8823649734534,501.3582435059525,1085.9906894746257,6.443992353439004e-246,631.0,489223.0,864.0635624341566,547.9115839298479,1362.6392684955488,4.464516761272558e-186
circulatory system,Other disorders of circulatory system,459.0,4105.0,524993.0,2.5124556622194945,1.6307632358626991,3.870846065081558,2.945208802045565e-05,110.0,518359.0,2.0034638823464737,0.9837890073375944,4.08000851598194,0.05550218076754304
circulatory system,Hemorrhage NOS,459.1,1997.0,524970.0,1.1221567979172573,0.7322075262956019,1.7197800266854153,0.5967444478086399,183.0,503583.0,2.878547810467452,1.66471996622665,4.977436244684784,0.00015431177540553803
circulatory system,Circulatory disease NEC,459.9,1082.0,525191.0,1.8735283090302048,0.8752853934592405,4.010244373969475,0.10589873541833114,46.0,501649.0,4.278201248158069,1.4402915291352298,12.707848063739313,0.008875947084638095
congenital anomalies,Cardiac and circulatory congenital anomalies,747.0,1222.0,525127.0,0.9036848903144908,0.4910683448209755,1.6629994370344334,0.7448363483455602,57.0,523575.0,0.2083272527042806,0.0669706444440636,0.6480487768870542,0.006745702819254226
congenital anomalies,Cardiac congenital anomalies,747.1,9439.0,524023.0,1.1346383006869003,0.9165275988967102,1.404653907787826,0.24616822837316832,424.0,511571.0,1.0354163243742192,0.7140162517692069,1.5014881833910292,0.854373138347473
congenital anomalies,Cardiac shunt/ heart septal defect,747.11,46527.0,521178.0,0.5172271744325321,0.4568894576832678,0.5855332082468802,2.070509664942059e-25,1705.0,503781.0,0.3360920459289837,0.2752418257132624,0.4103949791933357,1.022084022329504e-26
congenital anomalies,Valvular heart disease/ heart chambers,747.12,19944.0,523441.0,0.6412923900788341,0.5343766926955302,0.7695993017557435,1.803604896526067e-06,579.0,510699.0,0.362725750829928,0.2580036238028021,0.509953962567971,5.39933359377794e-09
congenital anomalies,Congenital anomalies of great vessels,747.13,38936.0,520381.0,1.1764053960141556,1.0557120852453723,1.310896858256164,0.003265186481376989,1693.0,495772.0,0.6041230634178935,0.4985880902721325,0.7319963771180737,2.6789510364686856e-07
congenital anomalies,Congenital anomalies of peripheral vascular system,747.2,2534.0,524920.0,0.444170890134511,0.2917399792442843,0.6762452652321874,0.00015431341045223267,143.0,521058.0,0.3148800719496162,0.157600320935297,0.6291196561186029,0.0010667253652883266
congenital anomalies,"Anomalies of respiratory system, congenital",748.0,1415.0,525101.0,1.10720379265122,0.6335169522355143,1.9350709308336056,0.7207124306242594,104.0,522318.0,0.4148885814139365,0.1873795165043847,0.9186304789277256,0.030064783402499143
congenital anomalies,Congenital anomalies of face and neck,749.0,789.0,525169.0,0.5410014470370433,0.2609497556564665,1.1216050574942238,0.09864426322790566,58.0,520692.0,0.5568862884873236,0.1968567032672022,1.5753709838584664,0.26987751639493857
