category,phenotype,phe_code,all_7_days_mwu_stat,all_7_days_pvalue,all_7_days_c_pvalue,all_14_days_mwu_stat,all_14_days_pvalue,all_14_days_c_pvalue,all_21_days_mwu_stat,all_21_days_pvalue,all_21_days_c_pvalue,all_28_days_mwu_stat,all_28_days_pvalue,all_28_days_c_pvalue,all_3_months_mwu_stat,all_3_months_pvalue,all_3_months_c_pvalue,all_6_months_mwu_stat,all_6_months_pvalue,all_6_months_c_pvalue,all_9_months_mwu_stat,all_9_months_pvalue,all_9_months_c_pvalue,all_1_year_mwu_stat,all_1_year_pvalue,all_1_year_c_pvalue,new_7_days_mwu_stat,new_7_days_pvalue,new_7_days_c_pvalue,new_14_days_mwu_stat,new_14_days_pvalue,new_14_days_c_pvalue,new_21_days_mwu_stat,new_21_days_pvalue,new_21_days_c_pvalue,new_28_days_mwu_stat,new_28_days_pvalue,new_28_days_c_pvalue,new_3_months_mwu_stat,new_3_months_pvalue,new_3_months_c_pvalue,new_6_months_mwu_stat,new_6_months_pvalue,new_6_months_c_pvalue,new_9_months_mwu_stat,new_9_months_pvalue,new_9_months_c_pvalue,new_1_year_mwu_stat,new_1_year_pvalue,new_1_year_c_pvalue
circulatory system,Heart valve replaced,395.6,41922291.0,7.174217924581173e-33,8.600312463247918e-32,91211941.5,1.0543034802811151e-44,1.2130549238636736e-43,134779387.0,4.892998185065824e-52,5.441444135479796e-51,175487638.5,1.1009117135725884e-57,1.216986100764481e-56,349012801.5,3.97077852387416e-82,4.674689262197307e-81,440124742.0,1.450361705956635e-106,1.9885222336931757e-105,476611749.0,7.506819174307508e-112,1.047951956733328e-110,489620042.0,1.7423743207417976e-115,2.498994402488578e-114,18648184.5,1.6085130959609426e-08,1.0187249607752637e-07,40313945.0,5.176640488129922e-10,3.148576904489149e-09,58870954.5,7.934251717483427e-11,4.688421469422025e-10,77199450.5,2.018647663920845e-10,1.1074368748437262e-09,141881499.5,7.628537577894944e-10,3.5168258099928535e-09,162121928.0,1.5165442415582584e-10,6.973286655455356e-10,170242126.5,1.1566538091037123e-10,5.298724882245386e-10,172556876.0,1.0013200782906612e-10,4.5133657604874643e-10
circulatory system,Abnormal heart sounds,396.0,12729529.5,2.53627237788279e-08,1.1596073243994338e-07,29049698.5,5.495591614649083e-10,2.3609816335895853e-09,45261719.5,2.046785938665551e-12,9.205988310797945e-12,60695637.5,2.2690745085950163e-13,1.0165853635423485e-12,129380785.0,8.461889017956984e-20,4.194505752441835e-19,176466613.0,5.892926598928844e-22,2.9663910705719105e-21,201036753.0,1.441082003296908e-22,7.219200274889295e-22,210017120.5,2.354642199383328e-22,1.1574227149081426e-21,7011716.0,3.628011258682499e-05,0.000162388388549683,16126223.0,7.855523555581115e-06,3.239982033010065e-05,24475539.5,1.2008682748096247e-06,5.0036178117067695e-06,32536669.0,9.418536055634035e-06,3.557308617935624e-05,72904358.5,2.9346802571572773e-07,1.0964139994212132e-06,95520008.5,5.0898246571600864e-08,1.9640506596903996e-07,105581914.0,4.660391511504775e-09,1.8958472668801428e-08,109703168.0,7.607937454647657e-09,3.0401914769748876e-08
circulatory system,Essential hypertension,401.1,190409097.0,4.6416566848274e-311,< 2.225E-308,402790875.5,1.4998401993725593e-308,< 2.225E-308,568680333.0,9.363932524563018e-303,< 2.225E-308,735158789.5,2.6169767850433924e-246,< 2.225E-308,1407365511.0,5.2884235391523e-310,< 2.225E-308,1830336448.0,1.852073292148715e-309,< 2.225E-308,2010787681.0,9.452401458791008e-307,< 2.225E-308,2082994172.0,1.336179881120231e-299,< 2.225E-308,17805686.5,2.745940014548672e-305,6.391175383862035e-303,37057403.5,4.1935187618022125e-279,< 2.225E-308,51923465.5,5.135826050911458e-305,< 2.225E-308,64957787.0,8.301554417809775e-308,< 2.225E-308,118276199.0,1.2465788585950136e-283,< 2.225E-308,144180673.5,6.516554504823e-311,< 2.225E-308,154720482.0,5.971127341947263e-294,< 2.225E-308,159167430.0,3.867666696235696e-303,< 2.225E-308
circulatory system,Hypertensive heart and/or renal disease,401.2,318512.0,4.104812764204704e-06,1.5284208133383424e-05,484163.5,1.5800022166434603e-06,5.3978915319457465e-06,1047843.5,4.55095156405771e-06,1.4258708925159143e-05,1361542.0,6.505134324398823e-07,2.0231564550194505e-06,3106913.0,8.548046201999583e-14,3.5281975558850867e-13,4120535.5,2.0885235596045272e-14,8.370159804261221e-14,4273802.5,2.135294299140377e-14,8.436426910188583e-14,4336413.0,2.2748394616383262e-14,8.987761948435197e-14,4638.5,0.050817001604634,0.09532191275306315,33550.5,0.0177063858860301,0.03683302302713107,339698.5,0.0848916413856749,0.13349895217908553,482088.5,0.0639886470114449,0.10508411659072485,973775.0,0.0012984114701287,0.00312926505390736,1088834.5,0.0013461206316906,0.0031871849148460665,1130668.5,0.0013596903573973,0.003208364486016582,1147219.0,0.001378272312861,0.0032360817668326738
circulatory system,Hypertensive heart disease,401.21,6080088.0,1.2822970293343732e-27,1.3541913656772603e-26,13517896.0,2.1117029060695377e-44,2.402062055654099e-43,19697284.0,1.0158309182440623e-54,1.1953731270499896e-53,26637359.5,2.010945298331821e-62,2.3240129186402976e-61,56621050.5,6.746055917493581e-104,9.843540747215983e-103,76858203.0,6.494982484669766e-126,1.0574643357852964e-124,85538975.5,1.2605610054366638e-134,2.094932337606646e-133,88839265.5,6.538880372222551e-137,1.1042270564059699e-135,1167408.0,1.845954075797964e-06,9.654962048134295e-06,2556587.0,2.306759934917176e-08,1.2888350566601196e-07,3566807.5,6.4294108627777875e-12,4.207164826314325e-11,5224812.0,9.780511392001249e-14,6.669765407600852e-13,9362760.5,1.5571345274141765e-18,1.0943497902456273e-17,12304699.0,1.3384380091806098e-20,9.462663127843331e-20,13107632.0,1.1999809303750948e-21,8.594229621066701e-21,13297070.0,1.353766162509791e-21,9.579775830538035e-21
circulatory system,Hypertensive chronic kidney disease,401.22,3716680.0,2.693235524846579e-32,3.1517268106240322e-31,9121597.0,5.89274544681892e-51,7.373297740332175e-50,13376859.0,2.2136753317153077e-61,2.872101840635758e-60,17581470.0,1.2962519476346866e-70,1.7120626373304886e-69,32966614.0,3.164450587844586e-92,4.3136458013249883e-91,40562626.5,3.586144777245861e-99,4.6132874788767746e-98,43090479.5,2.955512504968062e-104,3.868026990876951e-103,44249302.5,2.834041800045524e-106,3.8041561085226455e-105,489351.0,1.8567103543390423e-10,1.3399979378989522e-09,1169012.5,1.2404362728482797e-15,9.770977526288498e-15,1801274.0,4.895473125073156e-17,3.8184690375570617e-16,2054626.0,4.4096693728488224e-18,3.5205653041768645e-17,5008588.0,2.634604120463528e-20,2.0212039244777447e-19,6061885.0,2.038638651545477e-21,1.4721883405089126e-20,6456541.0,1.4893525522459092e-22,1.0896917594489852e-21,6734115.0,1.3272839072268605e-23,1.0093300757195305e-22
circulatory system,Other hypertensive complications,401.3,12924665.5,1.1570627919871313e-64,2.106282823191389e-63,24216691.5,5.556444993980062e-93,1.0300002664766748e-91,34747816.0,3.58635791983912e-104,6.721100397920722e-103,43894828.5,1.2098860809505591e-121,2.3662579698590744e-120,76602759.0,1.5355038990887306e-156,3.0014755461432547e-155,95824565.5,1.392443199787141e-168,2.686899655885558e-167,103180839.5,1.7985127973301887e-172,3.362576605008406e-171,105736011.0,1.1074272234909024e-171,2.070493398205312e-170,4807298.0,2.3291788845054924e-19,2.521471559854202e-18,9134234.0,3.5264508494042005e-29,4.183850946021527e-28,13335087.0,9.081066927842277e-34,1.1067550318307774e-32,16624067.0,9.370512562855055e-43,1.179723504708162e-41,28740254.0,6.413871372302499e-57,8.830055793375357e-56,35897732.0,1.8469086747416224e-60,2.4896328935517074e-59,38421232.0,2.868897697231108e-63,3.890225277445383e-62,39498495.0,1.0686491491079313e-62,1.4519379772546427e-61
circulatory system,Elevated blood pressure reading without diagnosis of hypertension,402.0,9296349.0,0.0002626464529378,0.0008043036237939903,18648798.0,3.34042593017113e-07,1.1942022700361788e-06,25545437.5,2.497756695878223e-09,9.722037600879852e-09,34445254.5,5.864509445567594e-11,2.3952634964426676e-10,64445274.0,6.272966536125468e-18,2.927384383525218e-17,80874656.5,7.05264709397032e-23,3.6201272275453564e-22,88105908.5,2.5678401081516205e-25,1.3578427238559327e-24,90826160.0,7.333411876654184e-27,3.9990011639879845e-26,9296349.0,0.0002626464529378,0.0010104291226657215,18648798.0,3.34042593017113e-07,1.6212875347951798e-06,25545437.5,2.497756695878223e-09,1.3454766731940705e-08,34445254.5,5.864509445567594e-11,3.3288718355765183e-10,64445274.0,6.272966536125468e-18,4.259683357301415e-17,80874656.5,7.05264709397032e-23,5.321064337316413e-22,88105908.5,2.5678401081516205e-25,2.0891947119921584e-24,90826160.0,7.333411876654184e-27,6.125202215008699e-26
circulatory system,Unstable angina (intermediate coronary syndrome),411.1,4686658.0,1.0419186511744002e-11,5.819352466502474e-11,9837825.5,8.166426891404946e-18,5.0460452582076235e-17,15234296.0,6.4318460576643226e-21,4.042874664817574e-20,19641951.0,6.53194554789242e-23,4.050602818418653e-22,39459105.0,3.3915591348046163e-32,2.1823945737003617e-31,49943914.5,2.0599643078132223e-35,1.2853190471505257e-34,54304531.0,2.398836052406132e-35,1.494988896945964e-34,55890245.5,4.551774563808201e-36,2.8537173462917283e-35,2887576.5,8.471145069219175e-07,4.639197682025325e-06,5551944.0,1.4094328963773204e-10,9.029766756124034e-10,8026255.0,6.02505339530902e-13,4.166260326543471e-12,10516748.0,1.9057854446319045e-14,1.3561458743685002e-13,20338140.5,9.442592662277352e-17,6.083208734351756e-16,23880560.0,2.436735409420793e-19,1.61015653524472e-18,26354144.0,7.038642590167692e-19,4.588653534743938e-18,27139010.5,3.4196459616929695e-19,2.233730278823805e-18
circulatory system,Myocardial infarction,411.2,10930695.5,3.724548617081411e-86,8.929832416075676e-85,23875819.5,1.3520796135262928e-127,3.383579232849548e-126,33172800.5,1.7332434135165009e-158,4.615900880207103e-157,43090703.5,1.0520192704815406e-179,2.743342559178787e-178,90913924.5,3.3972517117579355e-250,9.261980982582162e-249,116743512.5,2.3333624847867687e-290,6.753788080966147e-289,129430682.5,1.8904802917582012e-306,5.498146848530102e-305,134622084.0,1.336179881120231e-299,< 2.225E-308,4990408.5,4.6164313649953314e-46,9.144462980448198e-45,10581570.5,2.1108235133729527e-69,4.7174451077939725e-68,14937817.0,3.865596886822128e-86,8.765016196864127e-85,19196824.0,4.440343917357016e-98,1.0901044317111473e-96,40899557.5,6.204009024840942e-126,1.5207387975524748e-124,50166355.0,4.788230846632139e-143,1.241256765626947e-141,54575678.5,4.2586273923599456e-150,1.1705470427108282e-148,56908013.0,7.107004917261904e-156,2.1300111796146706e-154
circulatory system,Angina pectoris,411.3,11463195.5,1.294954103496058e-27,1.3541913656772603e-26,23786963.5,2.552222578758124e-44,2.8705334846481817e-43,33150989.5,1.740987485409209e-55,2.0974753990882374e-54,40130056.5,2.4584746120719484e-64,2.907289163345548e-63,82685678.0,2.380286943542313e-97,3.3324017209592383e-96,111723904.0,1.1932906120489907e-112,1.703299750349381e-111,126690832.5,2.015250111443024e-118,2.971784319268797e-117,132090111.5,2.142303584864066e-120,3.1591434554263064e-119,3639202.5,8.293587589700649e-06,4.000689143011039e-05,7258907.0,5.435833225285832e-08,2.9183439829607174e-07,10241890.0,3.94386587850214e-11,2.359060878245145e-10,12184629.0,1.3712058495627193e-13,9.2227681114424e-13,26053857.0,1.642789238927885e-14,9.945802320015207e-14,35798880.5,3.625143202251787e-18,2.3344075015774248e-17,40346042.0,6.154574394827382e-19,4.038194941638354e-18,41931494.0,1.3656846931168393e-19,8.978275498619736e-19
circulatory system,Coronary atherosclerosis,411.4,23951589.0,9.623263093383996e-89,2.70276217737042e-87,48562923.0,4.451146736261949e-129,1.142460995640567e-127,65150591.5,2.2988422604689397e-153,5.816070918986417e-152,82443138.0,1.164899959993038e-163,2.8895201446656575e-162,153985908.0,1.6567100014402733e-229,4.290878903730308e-228,200465288.0,3.6142449460047774e-274,9.656521112146097e-273,221415847.0,1.6067962622214278e-292,4.427146543541671e-291,230372130.0,1.0454593269228744e-296,2.8805155665480253e-295,15124465.5,3.0780659236396586e-49,6.664370639322144e-48,28035286.5,7.283759990038811e-71,1.6665936548636423e-69,36509900.0,2.138195833541482e-81,4.6327576393398775e-80,46457164.5,1.6107475623825344e-83,3.3654342686375506e-82,80737124.5,7.690184356366734e-108,1.680138103945341e-106,98381648.5,2.22270647129751e-123,4.885122266264745e-122,104592817.0,3.3033959367688002e-130,7.635349244758794e-129,107599897.5,1.759257534583206e-132,4.0742805175915613e-131
circulatory system,Aneurysm and dissection of heart,411.41,3768548.5,1.950499922653037e-05,6.921810194830093e-05,8244278.0,4.099907618978829e-07,1.4519780247685618e-06,13176791.5,5.844442837909832e-09,2.231915529043302e-08,17424896.5,1.1304239829315435e-09,4.371259280005246e-09,40921719.0,1.0341942288082664e-16,4.658370526284191e-16,58952277.0,4.418823133467292e-18,1.959324980882093e-17,69173448.0,6.297911573812792e-20,2.943711347224104e-19,74078388.0,2.6047505711892175e-20,1.228456688304104e-19,1840953.0,0.0053093506779122,0.0150243327694112,4045920.0,0.001578921261685,0.004515902775236026,6203751.0,0.0013767912280823,0.0037391962322571265,7679915.0,0.0010725900998889,0.0029016073776609113,15302002.0,7.575500046721948e-05,0.00021814835378096154,20356204.5,0.0001720227207789,0.0004564697393899186,22104514.0,0.0002160717051395,0.0005620074785853886,22939758.5,0.0002681957523675,0.0006883916162783279
circulatory system,"Other chronic ischemic heart disease, unspecified",411.8,11677970.0,4.727433345896607e-70,9.483810161257887e-69,27596677.0,5.256063539814464e-124,1.283248683744946e-122,39428350.5,5.5837667866006695e-157,1.4489158943691995e-155,53669391.5,1.6936111742735532e-183,4.6551420655032537e-182,122690040.5,6.540866996448949e-303,2.1859155510713262e-301,164497750.0,1.852073292148715e-309,< 2.225E-308,176837020.0,9.452401458791008e-307,< 2.225E-308,182756014.5,1.336179881120231e-299,< 2.225E-308,2122448.5,1.1240926362067811e-20,1.2762563954981867e-19,4743872.5,6.613217926341984e-35,9.079003467449494e-34,6889362.5,2.606815398393281e-39,3.388860017911265e-38,9668293.5,1.6860517817418504e-45,2.2374362833385094e-44,21644452.0,8.168774096314298e-67,1.207296759822922e-65,27706657.0,2.455249485399841e-77,3.8188572765219073e-76,29720418.5,1.5181055153427436e-79,2.375251244774724e-78,30784343.0,4.590760188191885e-80,7.196899433488508e-79
circulatory system,Other acute and subacute forms of ischemic heart disease,411.9,3770890.0,0.1709717501684564,0.22711517623728741,6694028.0,0.078750676538077,0.11592562825678696,8929310.5,0.0042216327486246,0.008863677057278248,10691593.5,0.0013627479604268,0.003072981542692081,19356724.5,3.3564695383049445e-07,9.767703487876188e-07,24958832.5,3.9174812486234814e-10,1.295877924147831e-09,28003052.5,1.3446441071258995e-09,4.35864513981677e-09,28371909.5,1.4071244157546602e-09,4.547096491651633e-09,1033373.5,0.0012952651773281,0.004201713867918134,1753819.5,0.0001276876179073,0.0004478386890836586,2770109.0,4.63300659173407e-06,1.8589223979179914e-05,3311466.5,2.715608028940151e-07,1.164509643851191e-06,6538591.0,1.0787543414884782e-11,5.676168131915815e-11,8096013.5,1.7012933807964233e-14,9.885101195317147e-14,8587700.0,5.406956048931995e-15,3.160272587220597e-14,8706569.0,5.740954660547675e-15,3.342875885198903e-14
circulatory system,Other forms of chronic heart disease,414.0,16187873.0,4.441268955982019e-88,1.1488861536132433e-86,34321877.0,4.889597795389668e-135,1.2880229982065942e-133,48193643.0,6.0023653818431255e-170,1.8982480520078885e-168,61962187.5,7.43902985712001e-188,2.101525934636403e-186,120715815.5,2.220022403050041e-269,6.571266313028122e-268,152776221.0,3.70414658429743e-309,1.1352119825993893e-307,165052974.0,9.452401458791008e-307,< 2.225E-308,169730770.0,1.336179881120231e-299,< 2.225E-308,8556488.0,7.385532567776807e-49,1.5627115501364106e-47,18118755.0,5.6268426874459404e-74,1.4229989006935653e-72,25266196.5,5.923454268163947e-95,1.6501051175599567e-93,32925138.5,1.6905349462885203e-105,4.743158049300935e-104,59195333.0,1.6298633858818047e-142,5.283911944552302e-141,70432395.0,3.149637736171168e-160,1.0271883068609841e-158,74755624.0,5.841781987013565e-163,1.856591337747749e-161,76631012.5,2.155514199695108e-163,6.86396552965411e-162
circulatory system,Pulmonary heart disease,415.0,283434.0,0.0020527884960947,0.005324250901480497,608150.0,5.488789040805349e-05,0.00016303495044053872,997418.5,3.326577882279227e-05,9.429963072455399e-05,2196768.0,0.0002126729792723,0.0005249718930096125,3730112.5,3.110744597322094e-05,7.709883738817437e-05,4558392.5,1.1813516614025032e-05,2.9805531021341608e-05,5100982.0,1.0008788872532376e-05,2.489121603216484e-05,5170533.5,1.02606134660354e-05,2.5517487645936018e-05,51963.5,0.0464664201333906,0.08956570837305732,231146.5,0.0020747740227738,0.005713059701678268,298673.5,0.000669929806039,0.0019211222379062125,1166891.5,0.009162168130498,0.020038416713026985,1864201.0,0.0006259829294193,0.0016089842559243721,2205697.5,0.0001373209251397,0.0003702172141767875,2650286.5,0.0001228282935885,0.00033046659941668433,2687346.0,0.0001249778500394,0.0003351379715531582
